track_name,track_add_date,track_add_time,multiple_artists_bool,name_of_artists,album_name,album_release_date,album_release_date_precision,number_of_tracks_in_album,position_in_playlist,track_duration_ms,track_popularity,track_explicit,images_path,data_collection_date
I KNOW ?,2023-09-05,08:27:39,False,['Travis Scott'],UTOPIA,2023-07-28,day,19,44,211582,93,True,./images/i_know__travis_scott.jpg,2023-09-05
Calm Down (with Selena Gomez),2023-09-05,08:27:39,True,"['Rema', 'Selena Gomez']",Rave & Roses Ultra,2023-04-27,day,22,45,239317,82,False,./images/calm_down_with_selena_gomez_rema.jpg,2023-09-05
Creepin' (with The Weeknd & 21 Savage),2023-09-05,08:27:39,True,"['Metro Boomin', 'The Weeknd', '21 Savage']",HEROES & VILLAINS,2022-12-02,day,15,46,221520,93,True,./images/creepin_with_the_weeknd_21_savage_metro_boomin.jpg,2023-09-05
MELTDOWN (feat. Drake),2023-09-05,08:27:39,True,"['Travis Scott', 'Drake']",UTOPIA,2023-07-28,day,19,47,246133,94,True,./images/meltdown_feat_drake_travis_scott.jpg,2023-09-05
See You Again (feat. Kali Uchis),2023-09-05,08:27:39,True,"['Tyler, The Creator', 'Kali Uchis']",Flower Boy,2017-07-21,day,14,48,180386,93,True,./images/see_you_again_feat_kali_uchis_tyler_the_creator.jpg,2023-09-05
Moonlight,2023-09-05,08:27:39,False,['Kali Uchis'],Red Moon In Venus,2023-03-03,day,15,49,187723,86,False,./images/moonlight_kali_uchis.jpg,2023-09-05
Cupid - Twin Ver.,2023-09-05,08:27:39,False,['FIFTY FIFTY'],The Beginning: Cupid,2023-02-24,day,3,50,174253,94,False,./images/cupid_twin_ver_fifty_fifty.jpg,2023-09-05
Seven (feat. Latto) (Explicit Ver.),2023-09-06,08:41:36,True,"['Jung Kook', 'Latto']",Seven (feat. Latto),2023-07-14,day,3,1,184400,99,True,./images/seven_feat_latto_explicit_ver_jung_kook.jpg,2023-09-06
Paint The Town Red,2023-09-06,08:41:36,False,['Doja Cat'],Paint The Town Red,2023-08-04,day,1,2,231750,98,True,./images/paint_the_town_red_doja_cat.jpg,2023-09-06
Cruel Summer,2023-09-06,08:41:36,False,['Taylor Swift'],Lover,2019-08-23,day,18,3,178426,100,False,./images/cruel_summer_taylor_swift.jpg,2023-09-06
LALA,2023-09-06,08:41:36,False,['Myke Towers'],LA VIDA ES UNA,2023-03-23,day,23,4,197920,99,True,./images/lala_myke_towers.jpg,2023-09-06
QLONA,2023-09-06,08:41:36,True,"['KAROL G', 'Peso Pluma']",MAÑANA SERÁ BONITO (BICHOTA SEASON),2023-08-10,day,9,5,172797,89,True,./images/qlona_karol_g.jpg,2023-09-06
"What Was I Made For? [From The Motion Picture ""Barbie""]",2023-09-06,08:41:36,False,['Billie Eilish'],"What Was I Made For? [From The Motion Picture ""Barbie""]",2023-07-13,day,1,6,222369,98,False,./images/what_was_i_made_for_from_the_motion_picture_barbie_billie_eilish.jpg,2023-09-06
Dance The Night - From Barbie The Album,2023-09-06,08:41:36,False,['Dua Lipa'],Dance The Night (From Barbie The Album),2023-05-25,day,1,7,176579,97,False,./images/dance_the_night_from_barbie_the_album_dua_lipa.jpg,2023-09-06
Columbia,2023-09-06,08:41:36,False,['Quevedo'],Columbia,2023-07-07,day,1,8,186000,97,False,./images/columbia_quevedo.jpg,2023-09-06
vampire,2023-09-06,08:41:36,False,['Olivia Rodrigo'],vampire,2023-06-30,day,1,9,219724,97,True,./images/vampire_olivia_rodrigo.jpg,2023-09-06
fukumean,2023-09-06,08:41:36,False,['Gunna'],a Gift & a Curse,2023-06-16,day,15,10,125040,96,True,./images/fukumean_gunna.jpg,2023-09-06
Sprinter,2023-09-06,08:41:36,True,"['Dave', 'Central Cee']",Sprinter,2023-06-01,day,1,11,229133,96,True,./images/sprinter_dave.jpg,2023-09-06
Daylight,2023-09-06,08:41:36,False,['David Kushner'],Daylight,2023-04-14,day,1,12,212953,96,False,./images/daylight_david_kushner.jpg,2023-09-06
Kill Bill,2023-09-06,08:41:36,False,['SZA'],SOS,2022-12-08,day,23,13,153946,92,False,./images/kill_bill_sza.jpg,2023-09-06
Flowers,2023-09-06,08:41:36,False,['Miley Cyrus'],Endless Summer Vacation,2023-03-10,day,13,14,200600,95,False,./images/flowers_miley_cyrus.jpg,2023-09-06
As It Was,2023-09-06,08:41:36,False,['Harry Styles'],Harry's House,2022-05-20,day,13,15,167303,91,False,./images/as_it_was_harry_styles.jpg,2023-09-06
I Remember Everything (feat. Kacey Musgraves),2023-09-06,08:41:36,True,"['Zach Bryan', 'Kacey Musgraves']",Zach Bryan,2023-08-25,day,16,16,227195,88,False,./images/i_remember_everything_feat_kacey_musgraves_zach_bryan.jpg,2023-09-06
LADY GAGA,2023-09-06,08:41:36,True,"['Peso Pluma', 'Gabito Ballesteros', 'Junior H']",GÉNESIS,2023-06-29,day,17,17,212878,94,True,./images/lady_gaga_peso_pluma.jpg,2023-09-06
Super Shy,2023-09-06,08:41:36,False,['NewJeans'],NewJeans 'Super Shy',2023-07-07,day,2,18,154666,94,False,./images/super_shy_newjeans.jpg,2023-09-06
Barbie World (with Aqua) [From Barbie The Album],2023-09-06,08:41:36,True,"['Nicki Minaj', 'Ice Spice', 'Aqua']",Barbie World (with Aqua) [From Barbie The Album],2023-06-23,day,1,19,109750,95,True,./images/barbie_world_with_aqua_from_barbie_the_album_nicki_minaj.jpg,2023-09-06
I Wanna Be Yours,2023-09-06,08:41:36,False,['Arctic Monkeys'],AM,2013-09-09,day,12,20,183956,94,False,./images/i_wanna_be_yours_arctic_monkeys.jpg,2023-09-06
WHERE SHE GOES,2023-09-06,08:41:36,False,['Bad Bunny'],WHERE SHE GOES,2023-05-18,day,1,21,231704,96,True,./images/where_she_goes_bad_bunny.jpg,2023-09-06
Que Onda,2023-09-06,08:41:36,True,"['Calle 24', 'Chino Pacas', 'Fuerza Regida']",Que Onda,2023-08-30,day,1,22,191466,81,True,./images/que_onda_calle_24.jpg,2023-09-06
Primera Cita,2023-09-06,08:41:36,False,['Carin Leon'],Colmillo De Leche,2023-05-19,day,18,23,186455,85,False,./images/primera_cita_carin_leon.jpg,2023-09-06
Classy 101,2023-09-06,08:41:36,True,"['Feid', 'Young Miko']",Classy 101,2023-03-31,day,1,24,195986,94,True,./images/classy_101_feid.jpg,2023-09-06
(It Goes Like) Nanana - Edit,2023-09-06,08:41:36,False,['Peggy Gou'],(It Goes Like) Nanana [Edit],2023-06-15,day,1,25,231545,94,False,./images/it_goes_like_nanana_edit_peggy_gou.jpg,2023-09-06
MI EX TENÍA RAZÓN,2023-09-06,08:41:36,False,['KAROL G'],MAÑANA SERÁ BONITO (BICHOTA SEASON),2023-08-10,day,9,26,154374,87,False,./images/mi_ex_tena_razn_karol_g.jpg,2023-09-06
Prada,2023-09-06,08:41:36,True,"['cassö', 'RAYE', 'D-Block Europe']",Prada,2023-08-11,day,1,27,132359,89,True,./images/prada_cass.jpg,2023-09-06
bad idea right?,2023-09-06,08:41:36,False,['Olivia Rodrigo'],bad idea right?,2023-08-11,day,1,28,184783,92,True,./images/bad_idea_right_olivia_rodrigo.jpg,2023-09-06
La Bebe - Remix,2023-09-06,08:41:36,True,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),2023-03-17,day,2,29,234352,95,True,./images/la_bebe_remix_yng_lvcas.jpg,2023-09-06
Heeriye (feat. Arijit Singh),2023-09-06,08:41:36,True,"['Jasleen Royal', 'Arijit Singh', 'Dulquer Salmaan']",Heeriye (feat. Arijit Singh),2023-07-25,day,1,30,194857,88,False,./images/heeriye_feat_arijit_singh_jasleen_royal.jpg,2023-09-06
Holanda,2023-09-06,08:41:36,False,['Jhayco'],Holanda,2023-07-28,day,1,31,231693,91,True,./images/holanda_jhayco.jpg,2023-09-06
august,2023-09-06,08:41:36,False,['Taylor Swift'],folklore,2020-07-24,day,16,32,261922,93,False,./images/august_taylor_swift.jpg,2023-09-06
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,2023-09-06,08:41:36,True,"['The Weeknd', 'Playboi Carti', 'Madonna']",Popular (Music from the HBO Original Series),2023-06-02,day,1,33,215466,93,True,./images/popular_with_playboi_carti_madonna_music_from_the_hbo_original_series_the_weeknd.jpg,2023-09-06
Style,2023-09-06,08:41:36,False,['Taylor Swift'],1989,2014-10-27,day,13,34,231000,83,False,./images/style_taylor_swift.jpg,2023-09-06
Used To Be Young,2023-09-06,08:41:36,False,['Miley Cyrus'],Endless Summer Vacation,2023-08-18,day,14,35,191185,82,False,./images/used_to_be_young_miley_cyrus.jpg,2023-09-06
I KNOW ?,2023-09-06,08:41:36,False,['Travis Scott'],UTOPIA,2023-07-28,day,19,36,211582,93,True,./images/i_know__travis_scott.jpg,2023-09-06
Blank Space,2023-09-06,08:41:36,False,['Taylor Swift'],1989,2014-10-27,day,13,37,231826,83,False,./images/blank_space_taylor_swift.jpg,2023-09-06
Love Me Again,2023-09-06,08:41:36,False,['V'],Layover,2023-08-11,day,2,38,182293,95,False,./images/love_me_again_v.jpg,2023-09-06
Starboy,2023-09-06,08:41:36,True,"['The Weeknd', 'Daft Punk']",Starboy,2016-11-25,day,18,39,230453,92,True,./images/starboy_the_weeknd.jpg,2023-09-06
Anti-Hero,2023-09-06,08:41:36,False,['Taylor Swift'],Midnights,2022-10-21,day,13,40,200690,93,False,./images/antihero_taylor_swift.jpg,2023-09-06
Like Crazy,2023-09-06,08:41:36,False,['Jimin'],FACE,2023-03-24,day,6,41,212241,94,False,./images/like_crazy_jimin.jpg,2023-09-06
Die For You,2023-09-06,08:41:36,False,['The Weeknd'],Starboy,2016-11-24,day,18,42,260253,90,False,./images/die_for_you_the_weeknd.jpg,2023-09-06
MELTDOWN (feat. Drake),2023-09-06,08:41:36,True,"['Travis Scott', 'Drake']",UTOPIA,2023-07-28,day,19,43,246133,94,True,./images/meltdown_feat_drake_travis_scott.jpg,2023-09-06
Ella Baila Sola,2023-09-06,08:41:36,True,"['Eslabon Armado', 'Peso Pluma']",DESVELADO,2023-04-28,day,16,44,165671,88,False,./images/ella_baila_sola_eslabon_armado.jpg,2023-09-06
Calm Down (with Selena Gomez),2023-09-06,08:41:36,True,"['Rema', 'Selena Gomez']",Rave & Roses Ultra,2023-04-27,day,22,45,239317,81,False,./images/calm_down_with_selena_gomez_rema.jpg,2023-09-06
Creepin' (with The Weeknd & 21 Savage),2023-09-06,08:41:36,True,"['Metro Boomin', 'The Weeknd', '21 Savage']",HEROES & VILLAINS,2022-12-02,day,15,46,221520,93,True,./images/creepin_with_the_weeknd_21_savage_metro_boomin.jpg,2023-09-06
FE!N (feat. Playboi Carti),2023-09-06,08:41:36,True,"['Travis Scott', 'Playboi Carti']",UTOPIA,2023-07-28,day,19,47,191700,93,True,./images/fen_feat_playboi_carti_travis_scott.jpg,2023-09-06
Last Night,2023-09-06,08:41:36,False,['Morgan Wallen'],One Thing At A Time,2023-03-03,day,36,48,163854,88,True,./images/last_night_morgan_wallen.jpg,2023-09-06
Strangers,2023-09-06,08:41:36,False,['Kenya Grace'],Strangers,2023-09-01,day,1,49,172964,80,False,./images/strangers_kenya_grace.jpg,2023-09-06
See You Again (feat. Kali Uchis),2023-09-06,08:41:36,True,"['Tyler, The Creator', 'Kali Uchis']",Flower Boy,2017-07-21,day,14,50,180386,93,True,./images/see_you_again_feat_kali_uchis_tyler_the_creator.jpg,2023-09-06
Seven (feat. Latto) (Explicit Ver.),2023-09-07,08:21:51,True,"['Jung Kook', 'Latto']",Seven (feat. Latto),2023-07-14,day,3,1,184400,99,True,./images/seven_feat_latto_explicit_ver_jung_kook.jpg,2023-09-07
Paint The Town Red,2023-09-07,08:21:51,False,['Doja Cat'],Paint The Town Red,2023-08-04,day,1,2,231750,98,True,./images/paint_the_town_red_doja_cat.jpg,2023-09-07
Cruel Summer,2023-09-07,08:21:51,False,['Taylor Swift'],Lover,2019-08-23,day,18,3,178426,100,False,./images/cruel_summer_taylor_swift.jpg,2023-09-07
LALA,2023-09-07,08:21:51,False,['Myke Towers'],LA VIDA ES UNA,2023-03-23,day,23,4,197920,99,True,./images/lala_myke_towers.jpg,2023-09-07
QLONA,2023-09-07,08:21:51,True,"['KAROL G', 'Peso Pluma']",MAÑANA SERÁ BONITO (BICHOTA SEASON),2023-08-10,day,9,5,172797,89,True,./images/qlona_karol_g.jpg,2023-09-07
"What Was I Made For? [From The Motion Picture ""Barbie""]",2023-09-07,08:21:51,False,['Billie Eilish'],"What Was I Made For? [From The Motion Picture ""Barbie""]",2023-07-13,day,1,6,222369,98,False,./images/what_was_i_made_for_from_the_motion_picture_barbie_billie_eilish.jpg,2023-09-07
Dance The Night - From Barbie The Album,2023-09-07,08:21:51,False,['Dua Lipa'],Dance The Night (From Barbie The Album),2023-05-25,day,1,7,176579,97,False,./images/dance_the_night_from_barbie_the_album_dua_lipa.jpg,2023-09-07
Columbia,2023-09-07,08:21:51,False,['Quevedo'],Columbia,2023-07-07,day,1,8,186000,97,False,./images/columbia_quevedo.jpg,2023-09-07
vampire,2023-09-07,08:21:51,False,['Olivia Rodrigo'],vampire,2023-06-30,day,1,9,219724,97,True,./images/vampire_olivia_rodrigo.jpg,2023-09-07
fukumean,2023-09-07,08:21:51,False,['Gunna'],a Gift & a Curse,2023-06-16,day,15,10,125040,96,True,./images/fukumean_gunna.jpg,2023-09-07
Sprinter,2023-09-07,08:21:51,True,"['Dave', 'Central Cee']",Sprinter,2023-06-01,day,1,11,229133,96,True,./images/sprinter_dave.jpg,2023-09-07
Daylight,2023-09-07,08:21:51,False,['David Kushner'],Daylight,2023-04-14,day,1,12,212953,96,False,./images/daylight_david_kushner.jpg,2023-09-07
Kill Bill,2023-09-07,08:21:51,False,['SZA'],SOS,2022-12-08,day,23,13,153946,92,False,./images/kill_bill_sza.jpg,2023-09-07
Super Shy,2023-09-07,08:21:51,False,['NewJeans'],NewJeans 'Super Shy',2023-07-07,day,2,14,154666,94,False,./images/super_shy_newjeans.jpg,2023-09-07
I Remember Everything (feat. Kacey Musgraves),2023-09-07,08:21:51,True,"['Zach Bryan', 'Kacey Musgraves']",Zach Bryan,2023-08-25,day,16,15,227195,89,False,./images/i_remember_everything_feat_kacey_musgraves_zach_bryan.jpg,2023-09-07
As It Was,2023-09-07,08:21:51,False,['Harry Styles'],Harry's House,2022-05-20,day,13,16,167303,91,False,./images/as_it_was_harry_styles.jpg,2023-09-07
Flowers,2023-09-07,08:21:51,False,['Miley Cyrus'],Endless Summer Vacation,2023-03-10,day,13,17,200600,95,False,./images/flowers_miley_cyrus.jpg,2023-09-07
I Wanna Be Yours,2023-09-07,08:21:51,False,['Arctic Monkeys'],AM,2013-09-09,day,12,18,183956,94,False,./images/i_wanna_be_yours_arctic_monkeys.jpg,2023-09-07
LADY GAGA,2023-09-07,08:21:51,True,"['Peso Pluma', 'Gabito Ballesteros', 'Junior H']",GÉNESIS,2023-06-29,day,17,19,212878,94,True,./images/lady_gaga_peso_pluma.jpg,2023-09-07
WHERE SHE GOES,2023-09-07,08:21:51,False,['Bad Bunny'],WHERE SHE GOES,2023-05-18,day,1,20,231704,96,True,./images/where_she_goes_bad_bunny.jpg,2023-09-07
Barbie World (with Aqua) [From Barbie The Album],2023-09-07,08:21:51,True,"['Nicki Minaj', 'Ice Spice', 'Aqua']",Barbie World (with Aqua) [From Barbie The Album],2023-06-23,day,1,21,109750,95,True,./images/barbie_world_with_aqua_from_barbie_the_album_nicki_minaj.jpg,2023-09-07
Classy 101,2023-09-07,08:21:51,True,"['Feid', 'Young Miko']",Classy 101,2023-03-31,day,1,22,195986,94,True,./images/classy_101_feid.jpg,2023-09-07
Que Onda,2023-09-07,08:21:51,True,"['Calle 24', 'Chino Pacas', 'Fuerza Regida']",Que Onda,2023-08-30,day,1,23,191466,83,True,./images/que_onda_calle_24.jpg,2023-09-07
Primera Cita,2023-09-07,08:21:51,False,['Carin Leon'],Colmillo De Leche,2023-05-19,day,18,24,186455,85,False,./images/primera_cita_carin_leon.jpg,2023-09-07
MI EX TENÍA RAZÓN,2023-09-07,08:21:51,False,['KAROL G'],MAÑANA SERÁ BONITO (BICHOTA SEASON),2023-08-10,day,9,25,154374,87,False,./images/mi_ex_tena_razn_karol_g.jpg,2023-09-07
bad idea right?,2023-09-07,08:21:51,False,['Olivia Rodrigo'],bad idea right?,2023-08-11,day,1,26,184783,92,True,./images/bad_idea_right_olivia_rodrigo.jpg,2023-09-07
Chico,2023-09-07,08:21:51,False,['Luísa Sonza'],Escândalo Íntimo,2023-08-31,day,24,27,182111,73,False,./images/chico_lusa_sonza.jpg,2023-09-07
(It Goes Like) Nanana - Edit,2023-09-07,08:21:51,False,['Peggy Gou'],(It Goes Like) Nanana [Edit],2023-06-15,day,1,28,231545,94,False,./images/it_goes_like_nanana_edit_peggy_gou.jpg,2023-09-07
La Bebe - Remix,2023-09-07,08:21:51,True,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),2023-03-17,day,2,29,234352,95,True,./images/la_bebe_remix_yng_lvcas.jpg,2023-09-07
Prada,2023-09-07,08:21:51,True,"['cassö', 'RAYE', 'D-Block Europe']",Prada,2023-08-11,day,1,30,132359,89,True,./images/prada_cass.jpg,2023-09-07
Holanda,2023-09-07,08:21:51,False,['Jhayco'],Holanda,2023-07-28,day,1,31,231693,91,True,./images/holanda_jhayco.jpg,2023-09-07
august,2023-09-07,08:21:51,False,['Taylor Swift'],folklore,2020-07-24,day,16,32,261922,93,False,./images/august_taylor_swift.jpg,2023-09-07
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,2023-09-07,08:21:51,True,"['The Weeknd', 'Playboi Carti', 'Madonna']",Popular (Music from the HBO Original Series),2023-06-02,day,1,33,215466,93,True,./images/popular_with_playboi_carti_madonna_music_from_the_hbo_original_series_the_weeknd.jpg,2023-09-07
Heeriye (feat. Arijit Singh),2023-09-07,08:21:51,True,"['Jasleen Royal', 'Arijit Singh', 'Dulquer Salmaan']",Heeriye (feat. Arijit Singh),2023-07-25,day,1,34,194857,88,False,./images/heeriye_feat_arijit_singh_jasleen_royal.jpg,2023-09-07
Style,2023-09-07,08:21:51,False,['Taylor Swift'],1989,2014-10-27,day,13,35,231000,83,False,./images/style_taylor_swift.jpg,2023-09-07
Love Me Again,2023-09-07,08:21:51,False,['V'],Layover,2023-08-11,day,2,36,182293,95,False,./images/love_me_again_v.jpg,2023-09-07
Blank Space,2023-09-07,08:21:51,False,['Taylor Swift'],1989,2014-10-27,day,13,37,231826,83,False,./images/blank_space_taylor_swift.jpg,2023-09-07
Like Crazy,2023-09-07,08:21:51,False,['Jimin'],FACE,2023-03-24,day,6,38,212241,94,False,./images/like_crazy_jimin.jpg,2023-09-07
Anti-Hero,2023-09-07,08:21:51,False,['Taylor Swift'],Midnights,2022-10-21,day,13,39,200690,93,False,./images/antihero_taylor_swift.jpg,2023-09-07
I KNOW ?,2023-09-07,08:21:51,False,['Travis Scott'],UTOPIA,2023-07-28,day,19,40,211582,93,True,./images/i_know__travis_scott.jpg,2023-09-07
Starboy,2023-09-07,08:21:51,True,"['The Weeknd', 'Daft Punk']",Starboy,2016-11-25,day,18,41,230453,92,True,./images/starboy_the_weeknd.jpg,2023-09-07
Used To Be Young,2023-09-07,08:21:51,False,['Miley Cyrus'],Endless Summer Vacation,2023-08-18,day,14,42,191185,83,False,./images/used_to_be_young_miley_cyrus.jpg,2023-09-07
Die For You,2023-09-07,08:21:51,False,['The Weeknd'],Starboy,2016-11-24,day,18,43,260253,90,False,./images/die_for_you_the_weeknd.jpg,2023-09-07
MELTDOWN (feat. Drake),2023-09-07,08:21:51,True,"['Travis Scott', 'Drake']",UTOPIA,2023-07-28,day,19,44,246133,94,True,./images/meltdown_feat_drake_travis_scott.jpg,2023-09-07
Ella Baila Sola,2023-09-07,08:21:51,True,"['Eslabon Armado', 'Peso Pluma']",DESVELADO,2023-04-28,day,16,45,165671,88,False,./images/ella_baila_sola_eslabon_armado.jpg,2023-09-07
Calm Down (with Selena Gomez),2023-09-07,08:21:51,True,"['Rema', 'Selena Gomez']",Rave & Roses Ultra,2023-04-27,day,22,46,239317,81,False,./images/calm_down_with_selena_gomez_rema.jpg,2023-09-07
Strangers,2023-09-07,08:21:51,False,['Kenya Grace'],Strangers,2023-09-01,day,1,47,172964,81,False,./images/strangers_kenya_grace.jpg,2023-09-07
Creepin' (with The Weeknd & 21 Savage),2023-09-07,08:21:51,True,"['Metro Boomin', 'The Weeknd', '21 Savage']",HEROES & VILLAINS,2022-12-02,day,15,48,221520,93,True,./images/creepin_with_the_weeknd_21_savage_metro_boomin.jpg,2023-09-07
FE!N (feat. Playboi Carti),2023-09-07,08:21:51,True,"['Travis Scott', 'Playboi Carti']",UTOPIA,2023-07-28,day,19,49,191700,93,True,./images/fen_feat_playboi_carti_travis_scott.jpg,2023-09-07
Last Night,2023-09-07,08:21:51,False,['Morgan Wallen'],One Thing At A Time,2023-03-03,day,36,50,163854,88,True,./images/last_night_morgan_wallen.jpg,2023-09-07
Seven (feat. Latto) (Explicit Ver.),2023-09-08,09:47:25,True,"['Jung Kook', 'Latto']",Seven (feat. Latto),2023-07-14,day,3,1,184400,99,True,./images/seven_feat_latto_explicit_ver_jung_kook.jpg,2023-09-08
Paint The Town Red,2023-09-08,09:47:25,False,['Doja Cat'],Paint The Town Red,2023-08-04,day,1,2,231750,98,True,./images/paint_the_town_red_doja_cat.jpg,2023-09-08
Cruel Summer,2023-09-08,09:47:25,False,['Taylor Swift'],Lover,2019-08-23,day,18,3,178426,100,False,./images/cruel_summer_taylor_swift.jpg,2023-09-08
LALA,2023-09-08,09:47:25,False,['Myke Towers'],LA VIDA ES UNA,2023-03-23,day,23,4,197920,99,True,./images/lala_myke_towers.jpg,2023-09-08
QLONA,2023-09-08,09:47:25,True,"['KAROL G', 'Peso Pluma']",MAÑANA SERÁ BONITO (BICHOTA SEASON),2023-08-10,day,9,5,172797,89,True,./images/qlona_karol_g.jpg,2023-09-08
"What Was I Made For? [From The Motion Picture ""Barbie""]",2023-09-08,09:47:25,False,['Billie Eilish'],"What Was I Made For? [From The Motion Picture ""Barbie""]",2023-07-13,day,1,6,222369,98,False,./images/what_was_i_made_for_from_the_motion_picture_barbie_billie_eilish.jpg,2023-09-08
vampire,2023-09-08,09:47:25,False,['Olivia Rodrigo'],vampire,2023-06-30,day,1,7,219724,97,True,./images/vampire_olivia_rodrigo.jpg,2023-09-08
Columbia,2023-09-08,09:47:25,False,['Quevedo'],Columbia,2023-07-07,day,1,8,186000,97,False,./images/columbia_quevedo.jpg,2023-09-08
Dance The Night - From Barbie The Album,2023-09-08,09:47:25,False,['Dua Lipa'],Dance The Night (From Barbie The Album),2023-05-25,day,1,9,176579,97,False,./images/dance_the_night_from_barbie_the_album_dua_lipa.jpg,2023-09-08
fukumean,2023-09-08,09:47:25,False,['Gunna'],a Gift & a Curse,2023-06-16,day,15,10,125040,96,True,./images/fukumean_gunna.jpg,2023-09-08
Sprinter,2023-09-08,09:47:25,True,"['Dave', 'Central Cee']",Sprinter,2023-06-01,day,1,11,229133,96,True,./images/sprinter_dave.jpg,2023-09-08
Daylight,2023-09-08,09:47:25,False,['David Kushner'],Daylight,2023-04-14,day,1,12,212953,96,False,./images/daylight_david_kushner.jpg,2023-09-08
I Remember Everything (feat. Kacey Musgraves),2023-09-08,09:47:25,True,"['Zach Bryan', 'Kacey Musgraves']",Zach Bryan,2023-08-25,day,16,13,227195,89,False,./images/i_remember_everything_feat_kacey_musgraves_zach_bryan.jpg,2023-09-08
Kill Bill,2023-09-08,09:47:25,False,['SZA'],SOS,2022-12-08,day,23,14,153946,92,False,./images/kill_bill_sza.jpg,2023-09-08
Flowers,2023-09-08,09:47:25,False,['Miley Cyrus'],Endless Summer Vacation,2023-03-10,day,13,15,200600,95,False,./images/flowers_miley_cyrus.jpg,2023-09-08
bad idea right?,2023-09-08,09:47:25,False,['Olivia Rodrigo'],bad idea right?,2023-08-11,day,1,16,184783,93,True,./images/bad_idea_right_olivia_rodrigo.jpg,2023-09-08
As It Was,2023-09-08,09:47:25,False,['Harry Styles'],Harry's House,2022-05-20,day,13,17,167303,91,False,./images/as_it_was_harry_styles.jpg,2023-09-08
Super Shy,2023-09-08,09:47:25,False,['NewJeans'],NewJeans 'Super Shy',2023-07-07,day,2,18,154666,94,False,./images/super_shy_newjeans.jpg,2023-09-08
LADY GAGA,2023-09-08,09:47:25,True,"['Peso Pluma', 'Gabito Ballesteros', 'Junior H']",GÉNESIS,2023-06-29,day,17,19,212878,94,True,./images/lady_gaga_peso_pluma.jpg,2023-09-08
I Wanna Be Yours,2023-09-08,09:47:25,False,['Arctic Monkeys'],AM,2013-09-09,day,12,20,183956,94,False,./images/i_wanna_be_yours_arctic_monkeys.jpg,2023-09-08
WHERE SHE GOES,2023-09-08,09:47:25,False,['Bad Bunny'],WHERE SHE GOES,2023-05-18,day,1,21,231704,96,True,./images/where_she_goes_bad_bunny.jpg,2023-09-08
Classy 101,2023-09-08,09:47:25,True,"['Feid', 'Young Miko']",Classy 101,2023-03-31,day,1,22,195986,94,True,./images/classy_101_feid.jpg,2023-09-08
Barbie World (with Aqua) [From Barbie The Album],2023-09-08,09:47:25,True,"['Nicki Minaj', 'Ice Spice', 'Aqua']",Barbie World (with Aqua) [From Barbie The Album],2023-06-23,day,1,23,109750,94,True,./images/barbie_world_with_aqua_from_barbie_the_album_nicki_minaj.jpg,2023-09-08
Primera Cita,2023-09-08,09:47:25,False,['Carin Leon'],Colmillo De Leche,2023-05-19,day,18,24,186455,85,False,./images/primera_cita_carin_leon.jpg,2023-09-08
Que Onda,2023-09-08,09:47:25,True,"['Calle 24', 'Chino Pacas', 'Fuerza Regida']",Que Onda,2023-08-30,day,1,25,191466,84,True,./images/que_onda_calle_24.jpg,2023-09-08
MI EX TENÍA RAZÓN,2023-09-08,09:47:25,False,['KAROL G'],MAÑANA SERÁ BONITO (BICHOTA SEASON),2023-08-10,day,9,26,154374,87,False,./images/mi_ex_tena_razn_karol_g.jpg,2023-09-08
Holanda,2023-09-08,09:47:25,False,['Jhayco'],Holanda,2023-07-28,day,1,27,231693,91,True,./images/holanda_jhayco.jpg,2023-09-08
La Bebe - Remix,2023-09-08,09:47:25,True,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),2023-03-17,day,2,28,234352,95,True,./images/la_bebe_remix_yng_lvcas.jpg,2023-09-08
Prada,2023-09-08,09:47:25,True,"['cassö', 'RAYE', 'D-Block Europe']",Prada,2023-08-11,day,1,29,132359,90,True,./images/prada_cass.jpg,2023-09-08
(It Goes Like) Nanana - Edit,2023-09-08,09:47:25,False,['Peggy Gou'],(It Goes Like) Nanana [Edit],2023-06-15,day,1,30,231545,94,False,./images/it_goes_like_nanana_edit_peggy_gou.jpg,2023-09-08
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,2023-09-08,09:47:25,True,"['The Weeknd', 'Playboi Carti', 'Madonna']",Popular (Music from the HBO Original Series),2023-06-02,day,1,31,215466,93,True,./images/popular_with_playboi_carti_madonna_music_from_the_hbo_original_series_the_weeknd.jpg,2023-09-08
august,2023-09-08,09:47:25,False,['Taylor Swift'],folklore,2020-07-24,day,16,32,261922,93,False,./images/august_taylor_swift.jpg,2023-09-08
Love Me Again,2023-09-08,09:47:25,False,['V'],Layover,2023-08-11,day,2,33,182293,95,False,./images/love_me_again_v.jpg,2023-09-08
Style,2023-09-08,09:47:25,False,['Taylor Swift'],1989,2014-10-27,day,13,34,231000,83,False,./images/style_taylor_swift.jpg,2023-09-08
Blank Space,2023-09-08,09:47:25,False,['Taylor Swift'],1989,2014-10-27,day,13,35,231826,83,False,./images/blank_space_taylor_swift.jpg,2023-09-08
